experiment_id,metric_id,variant_id,time_since_start,count_control,count_treatment,mean_control,mean_treatment,variance_control,variance_treatment,lift,relative_lift,std_error,z_score,p_value,significant
036afc,1,2,76.5,1050994.0,1050508.0,0.5867683354995367,0.5872749184204213,0.2424712559546398,0.2423830886147088,0.0005065829208846795,0.0008633439983659096,0.00067929081482889,0.7457526435305697,0.4558168518129726,False
036afc,2,2,76.5,1050994.0,1050508.0,2.1231186167140392,2.1165936785986292,11.8301345346936,11.710984846883935,-0.006524938115409995,-0.0030732800626602167,0.004733293188962222,-1.37851974406018,0.16804287622072978,False
036afc,3,2,76.5,1050994.0,1050508.0,5.966040051956209,5.959433742223237,109.67359103133576,109.67664863346862,-0.006606309732971383,-0.0011073190383301627,0.014448380254536732,-0.4572353174949855,0.6475019157798574,False
036afc,4,2,76.5,1050994.0,1050508.0,148.194364426858,147.90416772261122,78105.38737080412,77913.81142062468,-0.29019670424676747,-0.0019582168685638203,0.3853355392992843,-0.7531013224850149,0.4513890297809213,False
329386,1,2,91.0,3892143.0,3774952.0,0.2203562407650489,0.2204009481445062,0.1717993679209447,0.1718243702015089,4.470737945730385e-05,0.0002028868313512951,0.0002994278100143824,0.1493093759566168,0.8813095172609797,False
329386,2,2,91.0,3892143.0,3774952.0,0.4846677299390841,0.4859927573456458,1.9405057768524177,1.9736763345106816,0.0013250274065617074,0.0027338882387078767,0.0010106457473665993,1.3110700856499722,0.18983408622795483,False
329386,3,2,91.0,3892143.0,3774952.0,1.5144903889045345,1.5166215535633434,24.628636015895832,24.909454420177536,0.002131164658808915,0.0014071826895847355,0.0035953299987416193,0.5927591235171269,0.5533423674106097,False
329386,4,2,91.0,3892143.0,3774952.0,34.59561895528875,34.523872100533566,14733.58555268016,14517.51085557707,-0.07174685475518316,-0.002073871112059262,0.08735683059936655,-0.8213078961647152,0.4114709111374246,False
3b4300,1,2,39.5,536020.0,534184.0,0.1402522293944255,0.1405714135953154,0.120581541544319,0.1208110912751302,0.0003191842008898882,0.002275787003657958,0.0006716526181638687,0.4752221494534756,0.6346286413372946,False
3b4300,1,3,39.5,536020.0,535567.0,0.1402522293944255,0.1413567303437291,0.120581541544319,0.1213750051302594,0.0011045009493035884,0.007875104403491843,0.0006720016017567681,1.643598685503378,0.1002591256627241,False
3fef62,1,2,71.5,1417888.0,1418367.0,0.3101648367148886,0.3108539609283069,0.2139626107805151,0.2142237759034895,0.000689124213418324,0.0022217999329555995,0.0005494887081822733,1.2541189712486895,0.2097987657831455,False
3fef62,2,2,71.5,1417888.0,1418367.0,0.7106949868769922,0.7119658107605005,2.9846811929443096,2.969638694195647,0.0012708238835082986,0.0017881424619198194,0.002049078237230574,0.6201929533085457,0.535130760268371,False
3fef62,3,2,71.5,1417888.0,1418367.0,2.1851751274388302,2.1869552157560666,35.06231332855118,35.005831916375215,0.0017800883172363058,0.0008146204370002541,0.007029148316384251,0.25324381235306925,0.8000798122895083,False
3fef62,4,2,71.5,1417888.0,1418367.0,51.66437393095922,51.84212843369105,22287.475705158395,22430.328473869868,0.1777545027318297,0.003440562407073176,0.17757527034793885,1.001009331893679,0.31682229683157126,False
47a23b,1,2,43.50000000000001,3168538.0,3169596.0,0.2150430261527556,0.2153163999449772,0.1687995230558208,0.1689552478597118,0.0002733737922215873,0.0012712516053759236,0.00032646379511198996,0.8373785893403871,0.4023797967618714,False
47a23b,2,2,43.50000000000001,3168538.0,3169596.0,0.4218699251915032,0.422684741980615,1.3303732942727464,1.3247192599707105,0.0008148167891118274,0.0019314408078318225,0.000915322641212812,0.8901962569528343,0.37336051416431326,False
47a23b,3,2,43.50000000000001,3168538.0,3169596.0,1.329269004786607,1.3341157375577062,17.460456023662438,17.54955510677242,0.00484673277109926,0.00364616398460094,0.0033237651330356435,1.4582055521692858,0.1447838938840449,False
47a23b,4,2,43.50000000000001,3168538.0,3169596.0,32.42302914360697,32.49610754861576,11854.99097463373,11848.171757022075,0.07307840500879337,0.0022539043062607448,0.08648433592346641,0.8449900693399958,0.39811638365882884,False
4db6c7,1,2,32.0,726855.0,727149.0,0.4950327094124688,0.493479328170705,0.249975326024219,0.2499574808388946,-0.001553381241763796,-0.003137936569095468,0.0008292548614794701,-1.873225366436098,0.06103727090237365,False
4db6c7,2,2,32.0,726855.0,727149.0,1.1769655191392168,1.1698343907695652,3.714843961858983,3.680830110028983,-0.007131128369651574,-0.006058910183593978,0.003189490329848843,-2.2358206585280773,0.025363521153108692,True
4db6c7,3,2,32.0,726855.0,727149.0,3.5076322118692107,3.4743356283644946,43.22107393792235,42.113226801047595,-0.03329658350471609,-0.009492609684688808,0.010834143737879528,-3.0733008819424197,0.0021170491658213386,True
4db6c7,4,2,32.0,726855.0,727149.0,79.72681611542374,78.89732068267864,26145.70303224083,25188.490120644616,-0.8294954327451052,-0.010404221228955275,0.2657274347356602,-3.121602530691906,0.001798696019667867,True
54a85a,1,0,55.5,3320536.0,102316.0,0.2511913739227642,0.2505375503342585,0.1880942675895582,0.1877684862067674,-0.0006538235885056864,-0.0026028902915540514,0.0013754373124730654,-0.475356879282341,0.6345326238733418,False
54a85a,1,2,55.5,3320536.0,3320435.0,0.2511913739227642,0.2506120433015553,0.1880942675895582,0.1878056470537747,-0.0005793306212089067,-0.002306331671194402,0.0003364614537247462,-1.721833555658497,0.08509967410276831,False
54a85a,2,0,55.5,3320536.0,102316.0,0.5623185542347209,0.5629539123210009,2.239961432147286,2.211260511101195,0.0006353580862800134,0.001129889955604781,0.0047208736320823105,0.13458485352419103,0.8929401177793268,False
54a85a,2,2,55.5,3320536.0,3320435.0,0.5623185542347209,0.5604104206311485,2.239961432147286,2.2240694322451926,-0.0019081336035723373,-0.003393332105445433,0.0011594787364759178,-1.6456822738913324,0.09982919038742422,False
54a85a,3,0,55.5,3320536.0,102316.0,1.8492489932865692,1.8459215092126484,30.287377195943016,29.942565889405284,-0.0033274840739208056,-0.001799370493644044,0.017371504372431637,-0.191548411846327,0.8480959554664864,False
54a85a,3,2,55.5,3320536.0,3320435.0,1.8492489932865692,1.8419743857189887,30.287377195943016,30.05958107381872,-0.007274607567580471,-0.003933817238235565,0.004263113407661743,-1.7064072362012275,0.08793228426584832,False
54a85a,4,0,55.5,3320536.0,102316.0,38.69997612806615,38.51452304383949,15279.22041025148,14557.64867596333,-0.1854530842266584,-0.004792072315831828,0.38325276891640286,-0.4838923532137883,0.6284622675451268,False
54a85a,4,2,55.5,3320536.0,3320435.0,38.69997612806615,38.58972604216783,15279.22041025148,15295.165030142303,-0.11025008589831486,-0.002848841186192848,0.09595731245363741,-1.1489492887952977,0.2505768918452116,False
64dc88,1,2,37.5,14062410.0,13642321.0,0.0632699515943568,0.0631804514788942,0.0592668648196046,0.0591886820298173,-8.950011546260406e-05,-0.001414575374364389,9.248333638727421e-05,-0.967743151996832,0.333172661253901,False
64dc88,2,2,37.5,14062410.0,13642321.0,0.079401499664501,0.0788956188079979,0.1239826667915907,0.120988702544076,-0.0005058808565030909,-0.006371175086624482,0.00013298583385245525,-3.804020637749688,0.00014236631146458123,True
64dc88,3,2,37.5,14062410.0,13642321.0,0.2477520093892994,0.2476282139722158,1.990464837005978,1.997328593897051,-0.00012379541708359976,-0.0004996747246924512,0.0005366114743464299,-0.23069841589648704,0.8175491042665362,False
64dc88,4,2,37.5,14062410.0,13642321.0,5.964085690123696,5.974310523863052,1307.4059327810855,1328.325756199908,0.010224833739355788,0.0017144008772858063,0.013796365519084669,0.7411251699015701,0.45861754964245316,False
6c4737,1,3,32.5,3050265.0,3047458.0,0.1825700389966117,0.1823739654492367,0.1492382198573874,0.1491137021755573,-0.0001960735473749975,-0.001073963441387206,0.0003128207667521741,-0.6267919787126306,0.5307956021571405,False
6c4737,2,3,32.5,3050265.0,3047458.0,0.2878389162810309,0.2874941542682456,0.6184101653468752,0.6125182866001578,-0.0003447620127853268,-0.0011977602516010002,0.0006353998742419881,-0.542590621687826,0.5874116975188686,False
